config_id,label,scope,parent,line,,,,
C_1,2,global,GLOBAL,errdisable recovery cause security-violation,,,,
C_1,2,global,GLOBAL,errdisable recovery cause channel-misconfig,,,,
C_1,2,global,GLOBAL,errdisable recovery cause pagp-flap,,,,
C_1,2,global,GLOBAL,errdisable recovery cause dtp-flap,,,,
C_1,2,global,GLOBAL,errdisable recovery cause link-flap,,,,
C_1,2,global,GLOBAL,errdisable recovery cause sfp-config-mismatch,,,,
C_1,2,global,GLOBAL,errdisable recovery cause gbic-invalid,,,,
C_1,2,global,GLOBAL,errdisable recovery cause l2ptguard,,,,
C_1,2,global,GLOBAL,errdisable recovery cause psecure-violation,,,,
C_1,2,global,GLOBAL,errdisable recovery cause port-mode-failure,,,,
C_1,2,global,GLOBAL,errdisable recovery cause dhcp-rate-limit,,,,
C_1,2,global,GLOBAL,errdisable recovery cause pppoe-ia-rate-limit,,,,
C_1,2,global,GLOBAL,errdisable recovery cause mac-limit,,,,
C_1,2,global,GLOBAL,errdisable recovery cause storm-control,,,,
C_1,2,global,GLOBAL,errdisable recovery cause inline-power,,,,
C_1,2,global,GLOBAL,errdisable recovery cause arp-inspection,,,,
C_1,2,global,GLOBAL,errdisable recovery cause loopback,,,,
C_1,2,global,GLOBAL,errdisable recovery cause psp,,,,
C_1,2,global,GLOBAL,errdisable recovery cause mrp-miscabling,,,,
C_1,2,global,GLOBAL,errdisable recovery cause loopdetect,,,,
C_1,2,global,GLOBAL,errdisable recovery interval 3600,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,1,enable,GLOBAL,enable password 7 107A0110163E013F04010F25252A3F30,,,,
C_1,1,enable,GLOBAL,__MISSING__ enable secret 9 107A0110163E013F04010F25252A3F30,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,1,usernam,GLOBAL,username NOCADMIN privilege 13 password 7 00301B0F17721832072460410A1809,,,,
C_1,1,username,GLOBAL,__MISSING__ username NOCADMIN privilege 15 common-criteria-policy PASSWORD_POLICY password secret 9 $9$O3lzeice8tnWi.$TYiDuVulH27SeRong45s/3c1O..V1YeHjC84p.yNHCs,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,transceiver type all,,,,
C_1,2,global,GLOBAL,monitoring,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 5,,,,
C_1,2,vlan,vlan 5,name ESS,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 20,,,,
C_1,2,vlan,vlan 20,name VoIP,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 71,,,,
C_1,2,vlan,vlan 71,name DATA,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 107,,,,
C_1,2,vlan,vlan 107,name HVAC,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 113,,,,
C_1,2,vlan,vlan 113,name Print,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 255,,,,
C_1,2,vlan,vlan 255,name MGMT,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 256,,,,
C_1,2,vlan,vlan 256,name CAPWAP,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,vlan,GLOBAL,vlan 777,,,,
C_1,2,vlan,vlan 777,name IMAGING,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-ewlc-control,,,,
C_1,0,cpp,class-map match-any system-cpp-police-ewlc-control,description EWLC Control,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Multimedia-Conf-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Multimedia-Conf-Queue,match dscp af41  af42  af43,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Multimedia-Conf-Queue,match cos  4,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-topology-control,,,,
C_1,2,cpp,class-map match-any system-cpp-police-topology-control,description Topology control,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-sw-forward,,,,
C_1,2,cpp,class-map match-any system-cpp-police-sw-forward,"description Sw forwarding, L2 LVX data packets, LOGGING, Transit Traffic",,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Bulk-Data-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Bulk-Data-Queue,match dscp af11  af12  af13,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Bulk-Data-Queue,match cos  1,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-default,,,,
C_1,2,cpp,class-map match-any system-cpp-default,"description EWLC data, Inter FED Traffic",,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-sys-data,,,,
C_1,2,cpp,class-map match-any system-cpp-police-sys-data,"description Openflow, Exception, EGR Exception, NFL Sampled Data, RPF Failed",,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Priority-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Priority-Queue,match dscp cs4  cs5  ef,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Priority-Queue,match cos  5,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-punt-webauth,,,,
C_1,2,cpp,class-map match-any system-cpp-police-punt-webauth,description Punt Webauth,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Multimedia-Strm-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Multimedia-Strm-Queue,match dscp af31  af32  af33,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-l2lvx-control,,,,
C_1,2,cpp,class-map match-any system-cpp-police-l2lvx-control,description L2 LVX control packets,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-forus,,,,
C_1,2,cpp,class-map match-any system-cpp-police-forus,description Forus Address resolution and Forus traffic,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-multicast-end-station,,,,
C_1,2,cpp,class-map match-any system-cpp-police-multicast-end-station,description MCAST END STATION,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Voip-Data-CiscoPhone-Class,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Voip-Data-CiscoPhone-Class,match cos  5,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-high-rate-app,,,,
C_1,2,cpp,class-map match-any system-cpp-police-high-rate-app,description High Rate Applications,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-multicast,,,,
C_1,2,cpp,class-map match-any system-cpp-police-multicast,description MCAST Data,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Voip-Signal-CiscoPhone-Class,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Voip-Signal-CiscoPhone-Class,match cos  3,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-l2-control,,,,
C_1,2,cpp,class-map match-any system-cpp-police-l2-control,description L2 control,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-dot1x-auth,,,,
C_1,2,cpp,class-map match-any system-cpp-police-dot1x-auth,description DOT1X Auth,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-data,,,,
C_1,2,cpp,class-map match-any system-cpp-police-data,"description ICMP redirect, ICMP_GEN and BROADCAST",,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-stackwise-virt-control,,,,
C_1,2,cpp,class-map match-any system-cpp-police-stackwise-virt-control,description Stackwise Virtual OOB,,,,
C_1,0,cpp,GLOBAL,class-map match-any non-client-nrt-class,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Default-Class,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Default-Class,match access-group name AutoQos-4.0-Acl-Default,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-routing-control,,,,
C_1,2,cpp,class-map match-any system-cpp-police-routing-control,description Routing control and Low Latency,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-protocol-snooping,,,,
C_1,2,cpp,class-map match-any system-cpp-police-protocol-snooping,description Protocol snooping,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Trans-Data-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Trans-Data-Queue,match dscp af21  af22  af23,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Trans-Data-Queue,match cos  2,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-dhcp-snooping,,,,
C_1,2,cpp,class-map match-any system-cpp-police-dhcp-snooping,description DHCP snooping,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-ios-routing,,,,
C_1,2,cpp,class-map match-any system-cpp-police-ios-routing,"description L2 control, Topology control, Routing control, Low Latency",,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-system-critical,,,,
C_1,2,cpp,class-map match-any system-cpp-police-system-critical,description System Critical and Gold Pkt,,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Scavenger-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Scavenger-Queue,match dscp cs1,,,,
C_1,0,cpp,GLOBAL,class-map match-any system-cpp-police-ios-feature,,,,
C_1,2,cpp,class-map match-any system-cpp-police-ios-feature,"description ICMPGEN,BROADCAST,ICMP,L2LVXCntrl,ProtoSnoop,PuntWebauth,MCASTData,Transit,DOT1XAuth,Swfwd,LOGGING,L2LVXData,ForusTraffic,ForusARP,McastEndStn,Openflow,Exception,EGRExcption,NflSampled,RpfFailed",,,,
C_1,0,cpp,GLOBAL,class-map match-any AutoQos-4.0-Output-Control-Mgmt-Queue,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Control-Mgmt-Queue,match dscp cs2  cs3  cs6  cs7,,,,
C_1,0,cpp,class-map match-any AutoQos-4.0-Output-Control-Mgmt-Queue,match cos  3,,,,
C_1,2,global,GLOBAL,!,,,,
C_1,0,cpp,GLOBAL,policy-map AutoQos-4.0-Output-Policy,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Priority-Queue,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,priority level 1 percent 30,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Control-Mgmt-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,bandwidth remaining percent 10,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,queue-limit dscp cs2 percent 80,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,queue-limit dscp cs3 percent 90,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,queue-limit dscp cs6 percent 100,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,queue-limit dscp cs7 percent 100,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Control-Mgmt-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Multimedia-Conf-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Multimedia-Conf-Queue,bandwidth remaining percent 10,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Multimedia-Conf-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Trans-Data-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Trans-Data-Queue,bandwidth remaining percent 10,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Trans-Data-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Bulk-Data-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Bulk-Data-Queue,bandwidth remaining percent 4,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Bulk-Data-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Scavenger-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Scavenger-Queue,bandwidth remaining percent 1,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Scavenger-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class AutoQos-4.0-Output-Multimedia-Strm-Queue,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Multimedia-Strm-Queue,bandwidth remaining percent 10,,,,
C_1,0,cpp,class AutoQos-4.0-Output-Multimedia-Strm-Queue,queue-buffers ratio 10,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Output-Policy,class class-default,,,,
C_1,0,cpp,class class-default,bandwidth remaining percent 25,,,,
C_1,0,cpp,class class-default,queue-buffers ratio 25,,,,
C_1,0,cpp,GLOBAL,policy-map AutoQos-4.0-Trust-Cos-Input-Policy,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Trust-Cos-Input-Policy,class class-default,,,,
C_1,0,cpp,policy-map AutoQos-4.0-Trust-Cos-Input-Policy,set cos cos table AutoQos-4.0-Trust-Cos-Table,,,,
C_1,0,cpp,GLOBAL,policy-map system-cpp-policy,,,,
C_1,0,cpp,GLOBAL,policy-map AutoQos-4.0-CiscoPhone-Input-Policy,,,,
C_1,0,cpp,policy-map AutoQos-4.0-CiscoPhone-Input-Policy,class AutoQos-4.0-Voip-Data-CiscoPhone-Class,,,,
C_1,0,cpp,class AutoQos-4.0-Voip-Data-CiscoPhone-Class,set dscp ef,,,,
C_1,0,cpp,class AutoQos-4.0-Voip-Data-CiscoPhone-Class,police cir 128000 bc 8000,,,,
